filename,scenario,happy_slapping,revenge_porn,racism,body_shaming
img_1757969656325_0_11_porno.jpg,SM-10-15,0,5,0,0
img_1757969656325_0_11_porno.jpg,SM-0-5,0,5,0,0
img_1757969656325_0_11_porno.jpg,EM-15+,0,5,0,0
img_1757969656325_0_11_porno.jpg,PF-10-15,0,5,0,0
img_1757969656325_0_11_porno.jpg,PM-10-15,0,5,0,0
img_1757969656325_0_11_porno.jpg,EF-10-15,0,5,0,0
img_1757969656325_0_11_porno.jpg,SM-5-10,0,5,0,0
img_1757969656325_0_11_porno.jpg,SF-5-10,0,5,0,0
img_1757969656325_0_11_porno.jpg,PM-5-10,0,5,0,0
img_1757969656325_0_11_porno.jpg,EM-5-10,0,5,0,0
img_1757969682264_0_12_neronaso.jpg,PF-0-5,0,0,4,3
img_1757969682264_0_12_neronaso.jpg,PF-5-10,0,0,4,2
img_1757969682264_0_12_neronaso.jpg,PF-10-15,0,0,5,2

img_1757969682264_0_12_neronaso.jpg,EM-0-5,0,0,3,2
img_1757969682264_0_12_neronaso.jpg,EM-5-10,0,0,4,3
img_1757969682264_0_12_neronaso.jpg,EM-10-15,0,0,4,2

img_1757969682264_0_12_neronaso.jpg,SF-0-5,0,0,4,4
img_1757969682264_0_12_neronaso.jpg,SF-5-10,0,0,5,3
img_1757969682264_0_12_neronaso.jpg,SF-10-15,0,0,5,3

img_1757969682264_0_12_neronaso.jpg,SM-0-5,0,0,3,3
img_1757969682264_0_12_neronaso.jpg,SM-5-10,0,0,4,3
img_1757969682264_0_12_neronaso.jpg,SM-10-15,0,0,5,3

img_1757969682264_0_12_neronaso.jpg,EF-0-5,0,0,3,2
img_1757969682264_0_12_neronaso.jpg,EF-5-10,0,0,4,2
img_1757969682264_0_12_neronaso.jpg,EF-10-15,0,0,4,2

img_1757969682264_0_12_neronaso.jpg,EM-15+,0,0,4,2
img_1757969682264_0_12_neronaso.jpg,PF-15+,0,0,5,2
img_1757969682264_0_12_neronaso.jpg,SF-15+,0,0,5,2
img_1757969698625_0_13_ragazzastonata.jpg,PF-0-5,0,4,0,3
img_1757969698625_0_13_ragazzastonata.jpg,PF-5-10,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,PF-10-15,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,PM-0-5,0,4,0,3
img_1757969698625_0_13_ragazzastonata.jpg,PM-5-10,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,PM-10-15,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,EM-0-5,0,4,0,3
img_1757969698625_0_13_ragazzastonata.jpg,EM-5-10,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,EM-10-15,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,SF-0-5,0,5,0,3
img_1757969698625_0_13_ragazzastonata.jpg,SF-5-10,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,SF-10-15,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,SM-0-5,0,4,0,3
img_1757969698625_0_13_ragazzastonata.jpg,SM-5-10,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,SM-10-15,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,SM-15+,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,EF-0-5,0,4,0,3
img_1757969698625_0_13_ragazzastonata.jpg,EF-5-10,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,EF-10-15,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,EF-15+,0,5,0,4
img_1757969698625_0_13_ragazzastonata.jpg,EM-15+,0,5,0,4
img_1757969717232_0_14_porno.jpg,PF-0-5,0,5,0,0
img_1757969717232_0_14_porno.jpg,PM-5-10,0,5,0,0
img_1757969717232_0_14_porno.jpg,SF-10-15,0,5,0,0
img_1757969717232_0_14_porno.jpg,EM-0-5,0,5,0,0
img_1757969717232_0_14_porno.jpg,EF-5-10,0,5,0,0
img_1757969717232_0_14_porno.jpg,SM-5-10,0,5,0,0
img_1757969717232_0_14_porno.jpg,PF-5-10,0,5,0,0
img_1757969717232_0_14_porno.jpg,SF-0-5,0,5,0,0
img_1757969717232_0_14_porno.jpg,EM-10-15,0,5,0,0
img_1757969717232_0_14_porno.jpg,PF-10-15,0,5,0,0
img_1757969717232_0_14_porno.jpg,SM-10-15,0,5,0,0
img_1757969717232_0_14_porno.jpg,EF-0-5,0,5,0,0
img_1757969717232_0_14_porno.jpg,PM-15+,0,5,0,0
img_1757969717232_0_14_porno.jpg,SF-15+,0,5,0,0
img_1757969717232_0_14_porno.jpg,EM-5-10,0,5,0,0
img_1757969717232_0_14_porno.jpg,SM-0-5,0,5,0,0
img_1757969717232_0_14_porno.jpg,PM-10-15,0,5,0,0
img_1757969717232_0_14_porno.jpg,EF-10-15,0,5,0,0
img_1757969717232_0_14_porno.jpg,SF-5-10,0,5,0,0
img_1757969717232_0_14_porno.jpg,PM-0-5,0,5,0,0
img_1757969717232_0_14_porno.jpg,EM-15+,0,5,0,0
img_1757969717232_0_14_porno.jpg,SM-15+,0,5,0,0
img_1757969733233_0_15_incappucciato.jpg,PF-0-5,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,PM-5-10,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,SF-10-15,0,0,5,0

img_1757969733233_0_15_incappucciato.jpg,EF-0-5,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,EM-5-10,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,SF-5-10,0,0,5,0

img_1757969733233_0_15_incappucciato.jpg,PF-10-15,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,PM-10-15,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,SM-10-15,0,0,5,0

img_1757969733233_0_15_incappucciato.jpg,EF-10-15,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,EM-10-15,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,SF-15+,0,0,5,0

img_1757969733233_0_15_incappucciato.jpg,PF-15+,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,PM-15+,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,SM-15+,0,0,5,0

img_1757969733233_0_15_incappucciato.jpg,EM-15+,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,EF-15+,0,0,5,0
img_1757969733233_0_15_incappucciato.jpg,SM-0-5,0,0,5,0
img_1757969756133_0_16_sparlare.jpg,PF-0-5,0,0,2,1
img_1757969756133_0_16_sparlare.jpg,PF-5-10,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,PF-10-15,0,0,2,1
img_1757969756133_0_16_sparlare.jpg,PM-0-5,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,PM-5-10,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,PM-10-15,0,0,2,2
img_1757969756133_0_16_sparlare.jpg,EF-0-5,0,0,2,1
img_1757969756133_0_16_sparlare.jpg,EF-5-10,0,0,2,1
img_1757969756133_0_16_sparlare.jpg,EF-10-15,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,EM-0-5,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,EM-5-10,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,EM-10-15,0,0,2,2
img_1757969756133_0_16_sparlare.jpg,SF-0-5,0,0,3,1
img_1757969756133_0_16_sparlare.jpg,SF-5-10,0,0,2,1
img_1757969756133_0_16_sparlare.jpg,SF-10-15,0,0,3,1
img_1757969756133_0_16_sparlare.jpg,SM-0-5,0,0,2,2
img_1757969756133_0_16_sparlare.jpg,SM-5-10,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,SM-10-15,0,0,3,1
img_1757969756133_0_16_sparlare.jpg,SM-15+,0,0,2,2
img_1757969756133_0_16_sparlare.jpg,SF-15+,0,0,2,2
img_1757969756133_0_16_sparlare.jpg,EM-15+,0,0,1,2
img_1757969756133_0_16_sparlare.jpg,PF-15+,0,0,1,2
img_1757969774607_0_17_porno.jpg,PF-0-5,0,5,0,0
img_1757969774607_0_17_porno.jpg,PF-5-10,0,5,0,1
img_1757969774607_0_17_porno.jpg,PF-10-15,0,5,0,1
img_1757969774607_0_17_porno.jpg,PM-0-5,0,5,0,0
img_1757969774607_0_17_porno.jpg,PM-5-10,0,5,0,1
img_1757969774607_0_17_porno.jpg,PM-10-15,0,5,0,1
img_1757969774607_0_17_porno.jpg,EF-0-5,0,5,0,0
img_1757969774607_0_17_porno.jpg,EF-5-10,0,5,0,1
img_1757969774607_0_17_porno.jpg,EF-10-15,0,5,0,1
img_1757969774607_0_17_porno.jpg,EM-0-5,0,5,0,0
img_1757969774607_0_17_porno.jpg,EM-5-10,0,5,0,1
img_1757969774607_0_17_porno.jpg,EM-10-15,0,5,0,1
img_1757969774607_0_17_porno.jpg,SF-0-5,0,5,0,0
img_1757969774607_0_17_porno.jpg,SF-5-10,0,5,0,1
img_1757969774607_0_17_porno.jpg,SF-10-15,0,5,0,1
img_1757969774607_0_17_porno.jpg,SM-0-5,0,5,0,0
img_1757969774607_0_17_porno.jpg,SM-5-10,0,5,0,1
img_1757969774607_0_17_porno.jpg,SM-10-15,0,5,0,1
img_1757969774607_0_17_porno.jpg,SM-15+,0,5,0,2
img_1757969789676_0_18_nero_balla.jpg,PF-0-5,0,0,0,1
img_1757969789676_0_18_nero_balla.jpg,PF-5-10,0,0,0,2
img_1757969789676_0_18_nero_balla.jpg,PF-10-15,0,0,0,3
img_1757969789676_0_18_nero_balla.jpg,PM-0-5,0,0,0,1
img_1757969789676_0_18_nero_balla.jpg,PM-5-10,0,0,0,2
img_1757969789676_0_18_nero_balla.jpg,PM-10-15,0,0,0,3
img_1757969789676_0_18_nero_balla.jpg,PM-15+,0,0,0,1
img_1757969789676_0_18_nero_balla.jpg,EF-0-5,0,0,0,2
img_1757969789676_0_18_nero_balla.jpg,EF-5-10,0,0,0,3
img_1757969789676_0_18_nero_balla.jpg,EF-10-15,0,0,0,4
img_1757969789676_0_18_nero_balla.jpg,EM-0-5,0,0,0,1
img_1757969789676_0_18_nero_balla.jpg,EM-5-10,0,0,0,2
img_1757969789676_0_18_nero_balla.jpg,EM-10-15,0,0,0,3
img_1757969789676_0_18_nero_balla.jpg,EM-15+,0,0,0,1
img_1757969789676_0_18_nero_balla.jpg,SF-0-5,0,0,0,2
img_1757969789676_0_18_nero_balla.jpg,SF-5-10,0,0,0,3
img_1757969789676_0_18_nero_balla.jpg,SF-10-15,0,0,0,4
img_1757969789676_0_18_nero_balla.jpg,SM-0-5,0,0,0,1
img_1757969789676_0_18_nero_balla.jpg,SM-5-10,0,0,0,2
img_1757969789676_0_18_nero_balla.jpg,SM-10-15,0,0,0,3
img_1757969789676_0_18_nero_balla.jpg,SM-15+,0,0,0,1
img_1757969806755_0_1_calcio.jpg,PF-0-5,1,0,0,2
img_1757969806755_0_1_calcio.jpg,PM-5-10,0,0,0,1
img_1757969806755_0_1_calcio.jpg,SF-10-15,0,0,0,2
img_1757969806755_0_1_calcio.jpg,EF-0-5,0,0,0,3
img_1757969806755_0_1_calcio.jpg,EM-5-10,0,0,0,2
img_1757969806755_0_1_calcio.jpg,SM-10-15,0,0,0,1
img_1757969806755_0_1_calcio.jpg,PF-5-10,1,0,0,3
img_1757969806755_0_1_calcio.jpg,PM-10-15,0,0,0,2
img_1757969806755_0_1_calcio.jpg,SF-0-5,0,0,0,1
img_1757969806755_0_1_calcio.jpg,EM-0-5,0,0,0,3
img_1757969806755_0_1_calcio.jpg,SF-5-10,0,0,0,2
img_1757969806755_0_1_calcio.jpg,SM-5-10,0,0,0,1
img_1757969806755_0_1_calcio.jpg,PF-15+,0,0,0,3
img_1757969806755_0_1_calcio.jpg,PM-15+,0,0,0,1
img_1757969806755_0_1_calcio.jpg,SF-15+,0,0,0,4
img_1757969806755_0_1_calcio.jpg,EM-10-15,0,0,0,2
img_1757969806755_0_1_calcio.jpg,SM-0-5,0,0,0,2
img_1757969806755_0_1_calcio.jpg,EF-10-15,0,0,0,2
img_1757969806755_0_1_calcio.jpg,EM-15+,0,0,0,3
img_1757969806755_0_1_calcio.jpg,SM-15+,0,0,0,1
img_1757969806755_0_1_calcio.jpg,EF-15+,0,0,0,3
img_1757969823240_0_21_neroacqua.jpg,PF-0-5,0,0,0,1
img_1757969823240_0_21_neroacqua.jpg,PF-5-10,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,PF-10-15,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,PF-15+,0,0,0,3
img_1757969823240_0_21_neroacqua.jpg,PM-0-5,0,0,0,1
img_1757969823240_0_21_neroacqua.jpg,PM-5-10,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,PM-10-15,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,PM-15+,0,0,0,3
img_1757969823240_0_21_neroacqua.jpg,EF-0-5,0,0,0,1
img_1757969823240_0_21_neroacqua.jpg,EF-5-10,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,EF-10-15,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,EF-15+,0,0,0,3
img_1757969823240_0_21_neroacqua.jpg,EM-0-5,0,0,0,1
img_1757969823240_0_21_neroacqua.jpg,EM-5-10,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,EM-10-15,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,EM-15+,0,0,0,3
img_1757969823240_0_21_neroacqua.jpg,SF-0-5,0,0,0,1
img_1757969823240_0_21_neroacqua.jpg,SF-5-10,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,SF-10-15,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,SF-15+,0,0,0,3
img_1757969823240_0_21_neroacqua.jpg,SM-0-5,0,0,0,1
img_1757969823240_0_21_neroacqua.jpg,SM-5-10,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,SM-10-15,0,0,0,2
img_1757969823240_0_21_neroacqua.jpg,SM-15+,0,0,0,3
img_1757969841121_0_22_trans.jpg,PF-0-5,0,0,0,0
img_1757969841121_0_22_trans.jpg,PF-5-10,0,0,0,1
img_1757969841121_0_22_trans.jpg,PF-10-15,0,0,0,2
img_1757969841121_0_22_trans.jpg,PF-15+,0,0,0,3
img_1757969841121_0_22_trans.jpg,PM-0-5,0,0,0,0
img_1757969841121_0_22_trans.jpg,PM-5-10,0,0,0,1
img_1757969841121_0_22_trans.jpg,PM-10-15,0,0,0,2
img_1757969841121_0_22_trans.jpg,PM-15+,0,0,0,3
img_1757969841121_0_22_trans.jpg,EF-0-5,0,0,0,0
img_1757969841121_0_22_trans.jpg,EF-5-10,0,0,0,1
img_1757969841121_0_22_trans.jpg,EF-10-15,0,0,0,2
img_1757969841121_0_22_trans.jpg,EF-15+,0,0,0,3
img_1757969841121_0_22_trans.jpg,EM-0-5,0,0,0,0
img_1757969841121_0_22_trans.jpg,EM-5-10,0,0,0,1
img_1757969841121_0_22_trans.jpg,EM-10-15,0,0,0,2
img_1757969841121_0_22_trans.jpg,EM-15+,0,0,0,3
img_1757969841121_0_22_trans.jpg,SF-0-5,0,0,0,0
img_1757969841121_0_22_trans.jpg,SF-5-10,0,0,0,1
img_1757969841121_0_22_trans.jpg,SF-10-15,0,0,0,2
img_1757969841121_0_22_trans.jpg,SF-15+,0,0,0,3
img_1757969841121_0_22_trans.jpg,SM-0-5,0,0,0,0
img_1757969841121_0_22_trans.jpg,SM-5-10,0,0,0,1
img_1757969841121_0_22_trans.jpg,SM-10-15,0,0,0,2
img_1757969841121_0_22_trans.jpg,SM-15+,0,0,0,3
img_1757969859924_0_2_niente.jpg,PF-0-5,0,0,0,0
img_1757969859924_0_2_niente.jpg,PM-5-10,0,0,0,0
img_1757969859924_0_2_niente.jpg,SF-10-15,0,0,0,0
img_1757969859924_0_2_niente.jpg,EF-0-5,0,0,0,0
img_1757969859924_0_2_niente.jpg,EM-5-10,0,0,0,0
img_1757969859924_0_2_niente.jpg,SF-5-10,0,0,0,0
img_1757969859924_0_2_niente.jpg,PF-10-15,0,0,0,0
img_1757969859924_0_2_niente.jpg,PM-0-5,0,0,0,0
img_1757969859924_0_2_niente.jpg,EF-5-10,0,0,0,0
img_1757969859924_0_2_niente.jpg,EM-0-5,0,0,0,0
img_1757969859924_0_2_niente.jpg,SF-15+,0,0,0,0
img_1757969859924_0_2_niente.jpg,SM-0-5,0,0,0,0
img_1757969859924_0_2_niente.jpg,SM-10-15,0,0,0,0
img_1757969859924_0_2_niente.jpg,EM-10-15,0,0,0,0
img_1757969859924_0_2_niente.jpg,EF-10-15,0,0,0,0
img_1757969859924_0_2_niente.jpg,PM-10-15,0,0,0,0
img_1757969859924_0_2_niente.jpg,SF-0-5,0,0,0,0
img_1757969859924_0_2_niente.jpg,SM-5-10,0,0,0,0
img_1757969859924_0_2_niente.jpg,PF-15+,0,0,0,0
img_1757969859924_0_2_niente.jpg,EM-15+,0,0,0,0
img_1757969859924_0_2_niente.jpg,SM-15+,0,0,0,0
img_1757969859924_0_2_niente.jpg,PM-15+,0,0,0,0
img_1757969878807_0_3_fatcostume.jpg,PF-0-5,0,0,0,1
img_1757969878807_0_3_fatcostume.jpg,EM-5-10,0,0,0,2
img_1757969878807_0_3_fatcostume.jpg,SF-10-15,0,0,0,3

img_1757969878807_0_3_fatcostume.jpg,PF-5-10,0,0,0,2
img_1757969878807_0_3_fatcostume.jpg,EM-10-15,0,0,0,2
img_1757969878807_0_3_fatcostume.jpg,SM-5-10,0,0,0,3

img_1757969878807_0_3_fatcostume.jpg,PF-10-15,0,0,0,1
img_1757969878807_0_3_fatcostume.jpg,SF-5-10,0,0,0,2
img_1757969878807_0_3_fatcostume.jpg,EM-15+,0,0,0,1
img_1757969894086_0_4_triste.jpg,PF-0-5,0,0,0,1
img_1757969894086_0_4_triste.jpg,PF-5-10,0,0,0,2
img_1757969894086_0_4_triste.jpg,PF-10-15,0,0,0,3
img_1757969894086_0_4_triste.jpg,PM-0-5,0,0,0,1
img_1757969894086_0_4_triste.jpg,PM-5-10,0,0,0,2
img_1757969894086_0_4_triste.jpg,PM-10-15,0,0,0,2
img_1757969894086_0_4_triste.jpg,EF-0-5,0,0,0,1
img_1757969894086_0_4_triste.jpg,EF-5-10,0,0,0,2
img_1757969894086_0_4_triste.jpg,EF-10-15,0,0,0,3
img_1757969894086_0_4_triste.jpg,EM-0-5,0,0,0,1
img_1757969894086_0_4_triste.jpg,EM-5-10,0,0,0,2
img_1757969894086_0_4_triste.jpg,EM-10-15,0,0,0,2
img_1757969894086_0_4_triste.jpg,SF-0-5,0,0,0,2
img_1757969894086_0_4_triste.jpg,SF-5-10,0,0,0,2
img_1757969894086_0_4_triste.jpg,SF-10-15,0,0,0,3
img_1757969894086_0_4_triste.jpg,SM-0-5,0,0,0,1
img_1757969894086_0_4_triste.jpg,SM-5-10,0,0,0,2
img_1757969894086_0_4_triste.jpg,SM-10-15,0,0,0,2
img_1757969894086_0_4_triste.jpg,SM-15+,0,0,0,2
img_1757969894086_0_4_triste.jpg,SF-15+,0,0,0,3
img_1757969894086_0_4_triste.jpg,EF-15+,0,0,0,3
img_1757969894086_0_4_triste.jpg,EM-15+,0,0,0,3
img_1757969894086_0_4_triste.jpg,PM-15+,0,0,0,2
img_1757969912887_0_5_chiacchere.jpg,PF-0-5,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PF-5-10,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PF-10-15,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PF-15+,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PM-0-5,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PM-5-10,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PM-10-15,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,PM-15+,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EF-0-5,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EF-5-10,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EF-10-15,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EF-15+,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EM-0-5,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EM-5-10,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EM-10-15,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,EM-15+,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SF-0-5,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SF-5-10,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SF-10-15,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SF-15+,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SM-0-5,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SM-5-10,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SM-10-15,0,0,0,0
img_1757969912887_0_5_chiacchere.jpg,SM-15+,0,0,0,0
img_1757969938099_0_6_rissa.jpg,PF-0-5,3,0,0,1
img_1757969938099_0_6_rissa.jpg,PF-5-10,4,0,0,2
img_1757969938099_0_6_rissa.jpg,PF-10-15,4,0,0,2
img_1757969938099_0_6_rissa.jpg,PM-0-5,3,0,0,1
img_1757969938099_0_6_rissa.jpg,PM-5-10,4,0,0,2
img_1757969938099_0_6_rissa.jpg,PM-10-15,4,0,0,2
img_1757969938099_0_6_rissa.jpg,EM-0-5,4,0,0,2
img_1757969938099_0_6_rissa.jpg,EM-5-10,3,0,0,1
img_1757969938099_0_6_rissa.jpg,EM-10-15,3,0,0,1
img_1757969938099_0_6_rissa.jpg,EF-0-5,4,0,0,2
img_1757969938099_0_6_rissa.jpg,EF-5-10,3,0,0,1
img_1757969938099_0_6_rissa.jpg,EF-10-15,3,0,0,1
img_1757969938099_0_6_rissa.jpg,SF-0-5,4,0,0,2
img_1757969938099_0_6_rissa.jpg,SF-5-10,3,0,0,1
img_1757969938099_0_6_rissa.jpg,SF-10-15,3,0,0,1
img_1757969938099_0_6_rissa.jpg,SM-0-5,4,0,0,2
img_1757969938099_0_6_rissa.jpg,SM-5-10,3,0,0,1
img_1757969938099_0_6_rissa.jpg,SM-10-15,3,0,0,1
img_1757969938099_0_6_rissa.jpg,SM-15+,2,0,0,0
img_1757969938099_0_6_rissa.jpg,SF-15+,2,0,0,0
img_1757969938099_0_6_rissa.jpg,PM-15+,2,0,0,0
img_1757969938099_0_6_rissa.jpg,EF-15+,2,0,0,0
img_1757969955268_0_7_fatcostume.jpg,PF-0-5,0,0,0,1
img_1757969955268_0_7_fatcostume.jpg,PF-5-10,0,0,0,2
img_1757969955268_0_7_fatcostume.jpg,PF-10-15,0,0,0,3
img_1757969955268_0_7_fatcostume.jpg,PF-15+,0,0,0,4
img_1757969955268_0_7_fatcostume.jpg,PM-0-5,0,0,0,1
img_1757969955268_0_7_fatcostume.jpg,PM-5-10,0,0,0,2
img_1757969955268_0_7_fatcostume.jpg,PM-10-15,0,0,0,3
img_1757969955268_0_7_fatcostume.jpg,PM-15+,0,0,0,4
img_1757969955268_0_7_fatcostume.jpg,EF-0-5,0,0,0,2
img_1757969955268_0_7_fatcostume.jpg,EF-5-10,0,0,0,3
img_1757969955268_0_7_fatcostume.jpg,EF-10-15,0,0,0,4
img_1757969955268_0_7_fatcostume.jpg,EF-15+,0,0,0,5
img_1757969955268_0_7_fatcostume.jpg,EM-0-5,0,0,0,2
img_1757969955268_0_7_fatcostume.jpg,EM-5-10,0,0,0,3
img_1757969955268_0_7_fatcostume.jpg,EM-10-15,0,0,0,4
img_1757969955268_0_7_fatcostume.jpg,EM-15+,0,0,0,5
img_1757969955268_0_7_fatcostume.jpg,SF-0-5,0,0,0,3
img_1757969955268_0_7_fatcostume.jpg,SF-5-10,0,0,0,4
img_1757969955268_0_7_fatcostume.jpg,SF-10-15,0,0,0,5
img_1757969955268_0_7_fatcostume.jpg,SF-15+,0,0,0,5
img_1757969955268_0_7_fatcostume.jpg,SM-0-5,0,0,0,3
img_1757969955268_0_7_fatcostume.jpg,SM-5-10,0,0,0,4
img_1757969955268_0_7_fatcostume.jpg,SM-10-15,0,0,0,5
img_1757969955268_0_7_fatcostume.jpg,SM-15+,0,0,0,5
img_1757969974595_0_8_arabo.jpg,PF-0-5,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PF-5-10,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PF-10-15,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PF-15+,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PM-0-5,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PM-5-10,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PM-10-15,0,0,0,0
img_1757969974595_0_8_arabo.jpg,PM-15+,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EF-0-5,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EF-5-10,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EF-10-15,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EF-15+,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EM-0-5,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EM-5-10,0,0,0,0
img_1757969974595_0_8_arabo.jpg,EM-10-15,0,0,0,0
